1,05313
0,5754415
5,653862
13,36825
18,47363
17,29961
9,818765
-1,553115
-14,6949
-28,87075
-42,74953
-51,44459
-46,58244
-21,43645
21,61149
67,57909
94,28114
85,23524
41,90894
-14,34978
-54,19592
-59,30785
-35,26294
-7,833134
-3,706552
-28,83745
-61,09445
-64,79275
-18,58467
63,32526
134,1856
143,2872
72,37643
-45,895
-143,1299
-157,0478
-73,51272
60,17242
161,8333
165,4193
63,74672
-85,32215
-193,9806
-198,4899
-97,45772
49,51804
160,508
181,0499
113,2525
7,782887
-72,62358
-92,06494
-57,94983
-7,67654
21,40916
16,3923
-7,900184
-25,4212
-20,41727
2,274731
23,97201
28,48798
14,47568
-5,143894
-14,75057
-8,472182
6,238835
15,82861
12,01708
-1,975558
-14,83405
-16,7375
-7,077676
5,678715
11,32983
6,164141
-4,530581
-11,31071
-8,453465
1,612201
10,67325
11,62875
4,143814
-5,411278
-9,400069
-5,104378
3,350284
8,672844
6,465856
-1,325467
-8,242254
-8,718821
-2,554287
5,124162
8,198138
4,524545
-2,504248
-6,936456
-5,194508
1,100046
6,623352
6,803769
1,521774
-4,920205
-7,412209
-4,18973
1,858547
5,697083
4,3088
-0,9146726
-5,445772
-5,412989
-0,7548966
4,811876
6,897354
4,007847
-1,333251
-4,756774
-3,654636
0,7519181
4,525681
4,318121
0,115284
-4,801418
-6,582297
-3,939551
0,8779544
4,006818
3,151736
-0,5961052
-3,755433
-3,386654
0,4804313
4,897452
6,435343
3,970998
-0,4574271
-3,382433
-2,756877
0,429162
3,058185
2,523503
-1,099891
-5,122618
-6,452618
-4,105281
0,04376425
2,843865
2,451173
-0,2232275
-2,360509
-1,636618
1,821161
5,524673
6,658465
4,361572
0,3870268
-2,371714
-2,242918
-0,07699581
1,560008
0,5975739
-2,768625
-6,201452
-7,117936
-4,777607
-0,8494071
1,982848
2,199737
0,6082099
-0,4496796
0,8467924
4,197886
7,364398
7,965638
5,397886
1,294461
-1,829345
-2,601186
-1,804233
-1,557737
-3,379207
-6,767268
-9,497181
-9,382711
-6,032895
-1,143338
2,902735
4,924628
5,712839
7,017645
9,630885
12,2545
12,24315
7,744124
-0,4776632
-9,098709
-14,29196
-14,27346
-10,38153
-5,843251
-3,203591
-2,464658
-1,423852
2,070551
7,807228
12,81418
13,36339
7,933404
-1,171213
-8,924369
-10,76714
-5,657209
3,186552
10,36011
11,69185
6,656751
-1,715931
-9,106218
-12,5694
-11,80682
-8,492964
-4,571269
-0,9886399
2,308165
5,473668
8,020194
8,983574
7,808339
5,055832
2,185977
0,5097698
0,1886087
0,1687134
-0,843248
-3,165615
-5,735468
-6,905522
-5,820618
-3,222826
-0,961688
-0,5408196
-1,853367
-3,158729
-2,387864
1,200256
6,295464
10,32554
11,17484
8,549172
4,007748
-0,2698002
-2,965398
-4,227999
-5,054473
-6,100765
-6,989362
-6,69034
-4,601063
-1,339211
1,499568
2,489323
1,51172
-0,06666454
-0,3782274
1,529046
4,926899
7,877541
8,571128
6,517018
2,735298
-1,098375
-3,810862
-5,294354
-6,139381
-6,786036
-6,993013
-6,081254
-3,695717
-0,3652403
