-1,05225
1,06656
8,102976
15,74006
18,92448
15,63302
7,683036
-1,919622
-12,25906
-24,78216
-39,71084
-51,86426
-50,81834
-27,40695
17,14034
66,91927
97,40139
89,94243
45,42754
-13,57083
-55,7034
-61,32596
-36,19013
-7,373005
-2,828981
-28,72155
-61,98526
-65,72247
-18,18376
65,58458
137,3229
145,2946
71,53894
-49,7864
-148,5419
-161,599
-75,3534
61,4338
165,1995
169,3664
67,15839
-82,79782
-192,2554
-197,5922
-97,748
47,67603
157,3032
177,4549
110,63
7,088541
-71,45765
-90,08356
-56,47002
-7,425756
20,69636
15,65502
-7,814884
-24,38134
-19,04007
3,153611
23,94712
27,84704
13,90568
-5,136487
-14,23131
-7,986737
6,13638
15,03033
10,93856
-2,73582
-14,96002
-16,40962
-6,780013
5,580597
10,88851
5,79193
-4,414434
-10,62911
-7,535048
2,294807
10,86673
11,46837
4,002414
-5,256545
-9,004045
-4,804221
3,219885
8,059457
5,646564
-1,960127
-8,484133
-8,6767
-2,526236
4,924627
7,831601
4,277761
-2,357469
-6,364334
-4,439425
1,707084
6,909009
6,858757
1,587901
-4,679873
-7,065686
-3,986759
1,692007
5,147832
3,594329
-1,509685
-5,776542
-5,556714
-0,907491
4,530648
6,56449
3,844244
-1,141998
-4,215421
-2,962245
1,348818
4,907125
4,550462
0,3542227
-4,476146
-6,258614
-3,814771
0,6546368
3,458779
2,464284
-1,209575
-4,197834
-3,714973
0,1484148
4,521921
6,11786
3,888669
-0,1906633
-2,810661
-2,055343
1,077548
3,578763
2,964365
-0,6598468
-4,686802
-6,140265
-4,075155
-0,2852342
2,224593
1,710026
-0,9333873
-2,98854
-2,220854
1,245921
5,013237
6,354109
4,404989
0,8121974
-1,665709
-1,420783
0,7407396
2,348696
1,382351
-2,00981
-5,591757
-6,835674
-4,943152
-1,440571
1,112629
1,215039
-0,4095062
-1,507643
-0,2528216
3,165927
6,628764
7,761206
5,816535
2,22732
-0,6025499
-1,249061
-0,3529359
0,03754553
-1,702056
-5,295477
-8,667263
-9,538605
-7,205666
-3,048373
0,6284394
2,44563
2,95333
3,956511
6,725664
10,59146
13,1323
11,88173
6,24812
-1,851737
-9,142912
-13,04346
-13,07595
-10,66768
-7,672185
-4,916406
-1,947407
1,933151
6,377645
9,694289
9,935286
6,547377
1,198891
-3,026686
-3,610468
-0,3374158
4,49314
7,560563
6,656952
1,980319
-4,212382
-9,178273
-11,27173
-10,49391
-7,880266
-4,470916
-0,7640758
3,044253
6,495095
8,693937
8,810143
6,824787
3,790616
1,24382
0,1532806
0,2501831
0,3237551
-0,7162415
-2,868698
-4,981037
-5,683426
-4,563585
-2,590883
-1,383491
-1,863286
-3,38469
-4,094306
-2,317739
2,062606
7,308574
10,87064
11,023
7,902788
3,244386
-0,9021149
-3,451402
-4,639314
-5,331612
-5,995983
-6,248545
-5,32458
-2,997833
-0,0814594
1,994428
2,233538
0,8959733
-0,6130368
-0,7507972
1,021847
3,84354
6,089435
6,524167
5,076668
2,687858
0,4462552
-1,224403
-2,665891
-4,360764
-6,197923
-7,327109
-6,775357
-4,317767
-0,8422729
2,154489
3,582018
3,481859
2,87925
2,878008
3,732057
4,646933
4,467984
2,68611
-0,06816466
-2,452381
-3,417287
-2,974066
-2,10556
-1,905026
-2,65535
-3,603693
-3,610114
-2,129635
0,2842198
2,370222
3,125265
2,556664
1,611973
1,35458
2,069625
3,035285
3,141646
1,841011
-0,3564567
-2,25047
-2,879827
-2,252521
-1,284318
-1,006062
-1,698378
-2,665865
-2,831297
-1,654315
0,3853353
2,138272
2,68124
2,024038
1,053113
0,7671754
1,440034
2,399917
2,602103
1,517472
-0,3979548
-2,039328
-2,518013
-1,845862
-0,8820291
-0,5943416
-1,24897
-2,195724
-2,421301
-1,409416
0,4035318
1,952602
2,380969
1,702514
0,7508568
0,4644428
1,101583
2,032009
2,27244
1,319997
-0,405742
-1,87612
-2,263704
-1,584287
-0,6475403
-0,3640607
-0,9843525
-1,896653
-2,146227
-1,243656
0,4062369
1,808099
2,161776
1,484838
0,5644492
0,2848511
0,8889244
1,782171
2,036929
1,17704
-0,4058324
-1,747105
-2,072038
-1,399851
-0,4965141
-0,2213392
-0,8098279
-1,683637
-1,940766
-1,117966
0,4049635
1,692016
1,992207
1,326281
0,4402313
0,1697773
0,7433144
1,597655
1,85511
1,064932
-0,4038778
-1,641956
-1,92058
-1,261916
-0,3930989
-0,1275105
-0,6867196
-1,521784
-1,778062
-1,016855
0,4027245
1,596229
1,855857
1,205103
0,3532815
0,09260454
0,6380931
1,454218
1,708197
0,9729204
-0,4015975
-1,554282
-1,797029
-1,154585
-0,3194021
-0,06361727
-0,5959716
-1,393585
-1,64442
-0,9325041
0,4005591
1,515664
1,743294
1,10938
0,290407
0,03945214
0,5592349
1,338817
1,585869
0,8951107
-0,3996523
-1,480008
-1,694007
-1,068713
-0,2654767
-0,01926157
-0,5270098
-1,289073
-1,531854
-0,8603406
0,398908
1,447006
1,648642
1,031963
0,2439648
0,002381178
0,4986065
1,243673
1,48181
0,8278658
-0,3983503
-1,416404
-1,606763
-0,9986253
-0,2253553
0,01171603
-0,4734724
-1,202067
-1,435273
-0,7974122
0,3979984
1,387987
1,568007
0,9682844
0,2092315
-0,02345226
0,4511608
1,1638
1,391852
0,7687478
-0,3978697
-1,361573
-1,53207
-0,9405965
-0,1952543
0,03316852
-0,4313074
-1,128496
-1,351218
-0,7416732
0,3979804
1,337006
1,498693
0,915274
0,1831453
-0,04114193
0,4136129
1,095839
1,313089
0,7160151
-0,3983473
-1,314157
-1,467656
-0,8920749
-0,1726749
0,04759858
-0,3978308
-1,065562
-1,277223
-0,6916202
0,3989891
1,292914
1,438771
0,8707946
0,1636529
-0,05272303
0,3837578
1,037439
1,24341
0,6683509
-0,399927
-1,273185
-1,411876
-0,8512591
-0,1559212
0,05666543
-0,3712269
-1,011282
-1,211463
-0,6460811
0,4011871
1,254896
1,386836
0,8333204
0,1493492
-0,05954645
0,3601024
0,9869267
1,18122
0,6246927
-0,4028016
-1,237988
-1,363535
-0,8168533
-0,1438298
0,06146067
-0,3502769
-0,9642395
-1,152535
-0,6040712
0,4048123
1,22242
1,341877
0,8017524
0,1392771
-0,06247807
0,3416698
0,9431087
1,125274
0,5841016
-0,4072743
-1,208171
-1,321787
-0,7879316
-0,1356257
0,06264368
-0,3342284
-0,923446
-1,099315
-0,5646617
0,410262
1,195244
1,303213
0,775324
0,1328322
-0,06197457
0,3279304
0,9051863
1,074541
0,5456145
-0,4138799
-1,183675
-1,286126
-0,763885
-0,1308792
0,06045297
-0,3227918
-0,8882912
-1,050835
-0,5267936
0,4182785
1,173543
1,270536
0,7535995
0,129785
-0,0580126
0,3188804
0,872754
1,028072
0,507981
-0,4236838
-1,165003
-1,256507
-0,7444963
-0,129622
0,05451323
-0,3163403
-0,8586095
-1,006098
-0,4888647
0,4304508
1,158328
1,24419
0,7366794
0,1305547
-0,04969223
0,3154373
0,8459497
0,9847046
0,4689568
-0,4391687
-1,154008
-1,233904
-0,7303919
-0,1329164
0,04306967
-0,316644
-0,834947
-0,9635413
-0,4474179
0,4508832
1,15296
1,226298
0,7261586
0,1373733
-0,03375371
0,3208015
0,8258757
0,9419175
0,42264
-0,4676158
-1,157011
-1,222735
-0,7251205
-0,1452973
0,02002058
-0,3294365
-0,8190646
-0,9181979
-0,3911238
0,4937295
1,170161
1,226293
0,7298711
0,1596552
0,001624739
0,3453197
0,8143657
0,887661
0,3438695
-0,5401555
-1,202382
-1,244587
-0,7466004
-0,1870812
-0,03834115
-0,3726515
-0,8071721
-0,8326504
-0,2514942
0,6406563
1,282696
1,297178
0,7878721
0,2385524
0,09856911
0,4033766
0,7503332
0,6526426
-0,02564279
-0,9241935
-1,462523
-1,314232
-0,6811584
-0,1269966
-0,09633546
-0,5178245
-0,8366024
-0,4745173
0,6443461
1,940911
2,555792
1,983304
0,4750264
-1,111462
-1,913963
-1,658803
-0,7931559
-0,06836861
0,07976004
-0,1489693
-0,153946
0,4761222
1,513778
2,177172
1,715805
0,05331682
-2,026528
-3,330396
-3,040454
-1,273488
0,9847173
2,51469
2,613662
1,454422
