-0,3343601
2,233064
9,209867
16,30503
18,63955
14,47686
5,982049
-3,53089
-13,03025
-24,17237
-37,71133
-49,11663
-48,39378
-26,30505
16,51291
64,97237
95,12563
88,34054
44,96549
-13,14317
-55,06005
-61,02511
-36,28282
-7,442949
-2,42219
-27,8247
-61,16197
-65,76309
-19,4935
63,4148
135,4179
144,8826
73,20297
-46,50613
-144,9348
-159,1019
-74,83588
59,99294
162,5136
166,3396
64,45771
-84,84735
-193,4954
-197,8306
-96,77063
49,87124
160,2675
180,3104
112,4269
7,30241
-72,62609
-91,83161
-57,87672
-7,980463
20,86572
15,98346
-7,869282
-24,95629
-19,82218
2,644875
23,9846
28,31389
14,42199
-4,902576
-14,31993
-8,149627
6,208703
15,45071
11,53718
-2,270758
-14,83966
-16,59586
-7,040311
5,471905
10,97076
5,90109
-4,496598
-10,98803
-8,049822
1,858297
10,67807
11,51524
4,122919
-5,226454
-9,092754
-4,886801
3,310557
8,388286
6,116694
-1,537073
-8,249224
-8,629695
-2,548623
4,954788
7,931042
4,344038
-2,457449
-6,679132
-4,885964
1,286354
6,633983
6,736108
1,530024
-4,762464
-7,178185
-4,041213
1,803284
5,459277
4,031275
-1,082007
-5,461118
-5,364792
-0,7760786
4,663415
6,692019
3,888579
-1,267741
-4,532452
-3,400995
0,9050079
4,546791
4,288318
0,1488902
-4,660807
-6,403333
-3,848775
0,7996926
3,790715
2,916253
-0,7388397
-3,783681
-3,375191
0,4343228
4,763962
6,282324
3,910062
-0,3626852
-3,169309
-2,534492
0,5651652
3,095666
2,531637
-1,040417
-4,99624
-6,327376
-4,078371
-0,07334094
2,627611
2,236757
-0,3565081
-2,410743
-1,667636
1,746264
5,40644
6,566354
4,377636
0,5365154
-2,143811
-2,030162
0,05909075
1,629489
0,6584976
-2,674198
-6,094591
-7,071366
-4,855399
-1,050357
1,728737
1,978608
0,459442
-0,5519919
0,7407416
4,076026
7,278687
7,995529
5,58178
1,590277
-1,517131
-2,349629
-1,618899
-1,388113
-3,190976
-6,60491
-9,473061
-9,591981
-6,464564
-1,671126
2,430115
4,566099
5,400813
6,657222
9,262764
12,13208
12,71478
8,980835
1,280128
-7,471666
-13,54231
-14,79072
-11,91154
-7,596063
-4,327032
-2,586504
-0,888365
2,457748
7,373948
11,55244
12,01468
7,54186
0,04431897
-6,32738
-7,825467
-3,642778
3,480164
9,013239
9,509361
4,616879
-3,020605
-9,676871
-12,77785
-11,96926
-8,585692
-4,289561
-0,06974903
3,776661
7,014164
9,030485
9,108324
7,142936
4,044096
1,305597
-0,01178574
-0,05103985
0,01251832
-0,9944685
-3,182767
-5,422032
-6,242025
-5,093084
-2,89725
-1,366784
-1,585004
-3,000208
-3,712511
-1,920053
2,562127
7,912503
11,40427
11,21251
7,593714
2,58758
-1,477392
-3,505132
-4,055943
-4,464578
-5,479723
-6,581007
-6,511499
-4,526576
-1,259243
